ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,CODIGO_LOCALIDAD,LOCALIDAD,ANO SERVICIO,MES SERVICIO,ENERGIA ACTIVA,ENERGIA REACTIVA,POTENCIA MAXIMA,DEMANDA MAXIMA,PROMEDIO DIARIO EN HORAS
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,11,331422,1370105,69696,Martes,2353
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2021,11,5485,217306,3187,Martes,723
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,11,9164,385378,3934,Sabado,1237
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,11,5573,272063,4158,Sabado,547
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,11,1980076,6499482,38456,Miercoles,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,11,2969,118732,2448,Sabado,52
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,11,14532,792716,13577,Domingo,441
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,11,6776,246888,2272,Domingo,1413
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,11,330853,13809429,65419,Martes,2354
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,11,3823218,1160411,75314,Miercoles,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,11,8593,378934,4118,Martes,942
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,11,170433,6762426,34276,Sabado,2342
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,11,84440,3168407,19932,Viernes,193
97,VAUPES,97001,MITU,97001000,MITA,2021,11,1283068,37967793,272019,Miercoles,2303
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,11,59512,1674255,26338,Lunes,1143
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,11,6520,1917,44,Sabado,616
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,11,98914,3641906,19622,Jueves,2241
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,11,3906,24032,288,Sabado,645
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,11,5542,207975,476,Viernes,517
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,11,2457318,80110382,449768,Jueves,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2021,11,992047,40051802,195184,Martes,2353
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,11,109712,3853274,22827,Viernes,2358
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,11,16425,685267,8763,Sabado,814
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,11,6479,228095,5696,Martes,449
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,11,9404,4134,4589,Domingo,911
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,11,5919,258897,4394,Jueves,743
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,11,832,39576,586,Martes,617
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,11,7362,479388,3835,Sabado,721
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,11,19273,688098,5066,Martes,145
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,11,12559,498976,695,Sabado,718
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2021,11,3804,223426,2357,Martes,627
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,11,150513,7558966,39168,Martes,1815
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,11,29213,908926,12584,Lunes,1032
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,11,24076,1100339,8996,Viernes,1021
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,11,3965,49468,3632,Martes,544
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,11,65658,2536582,33088,Martes,753
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,11,6325,265343,5728,Martes,53
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,12,71310,2421104,18706,Viernes,16
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,12,14236,772493,9312,Viernes,612
97,VAUPES,97161,CARURU,97161000,CARURA,2021,12,29197,888958,9698,Miercoles,1251
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,12,38120,1465957,10754,Viernes,1416
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,12,4535,107055,3246,Martes,619
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,12,5190,282213,3309,Jueves,621
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,12,6959,459973,3492,Miercoles,82
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,12,354309,14696418,70576,Lunes,2358
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2021,12,5160,218395,295,Miercoles,712
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,12,15996,634666,498,Viernes,1843
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,12,6968,353119,4064,Lunes,711
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,12,2002273,666182,37268,Lunes,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,12,3727,150403,2397,Viernes,658
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,12,14819,843709,18482,Viernes,53
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,12,6715,263908,2064,Miercoles,1517
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,12,349787,14681736,6906,Lunes,2354
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,12,3879570,1172569,742824,Lunes,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,12,8928,393155,3891,Jueves,10
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,12,8236,160201,4445,Martes,71
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,12,182933,7333315,34848,Miercoles,2351
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,12,88210,3215905,19316,Jueves,1936
97,VAUPES,97001,MITU,97001000,MITA,2021,12,1411146,41913538,282812,Lunes,24
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,12,46448,1739639,19488,Miercoles,1211
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,12,6828,1988,52,Domingo,636
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,12,108744,3985776,20832,Martes,2323
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,12,4492,29408,288,Sabado,728
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,12,6174,239333,4804,Sabado,547
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,12,2512513,81735236,435424,Lunes,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2021,12,58393,1966752,1885,Viernes,1314
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,12,114582,3996062,22141,Lunes,24
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,12,17508,851391,14696,Viernes,447
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,12,18509,909992,9336,Viernes,832
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,12,8525,286764,5779,Viernes,61
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,12,12223,4186,495,Jueves,1021
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,12,4366,199971,3123,Sabado,533
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,12,931,45736,608,Miercoles,76
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,12,9283,62508,3936,Jueves,933
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,12,13297,44631,3424,Miercoles,1636
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN,2021,12,4758,219635,4512,Sabado,51
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,12,12877,511307,7405,Viernes,729
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2021,12,3994,249953,222,Miercoles,735
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,12,157971,7992832,36994,Miercoles,183
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,12,33243,1033835,11818,Lunes,1127
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,12,24153,1061309,9046,Jueves,1015
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,12,3721,42862,5114,Jueves,55
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,12,7200,298934,511,Jueves,542
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2022,1,60972,19836,20286,Domingo,1414
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2022,1,14414,810221,967,Jueves,61
97,VAUPES,97161,CARURU,97161000,CARURA,2022,1,19768,443784,9909,Jueves,1218
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2022,1,30981,1190028,11387,Martes,1132
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2022,1,2450,61504,2981,Jueves,328
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2022,1,4581,274758,3178,Jueves,551
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2022,1,5863,417803,33,Lunes,71
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2022,1,338320,14506554,6798,Viernes,24
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2022,1,5401,203946,3053,Martes,734
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2022,1,15105,625644,4231,Domingo,1821
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2022,1,1991755,67369764,358952,Viernes,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2022,1,3673,164656,2435,Miercoles,646
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2022,1,20571,1179126,18732,Sabado,523
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2022,1,7048,270134,208,Miercoles,161
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2022,1,349259,1488988,66426,Viernes,24
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2022,1,3835285,1145154,71715,Miercoles,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2022,1,7662,31773,363,Jueves,855
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2022,1,8045,153136,4234,Miercoles,75
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2022,1,172163,7128616,34584,Jueves,2354
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2022,1,76973,2841388,19932,Lunes,174
97,VAUPES,97001,MITU,97001000,MITA,2022,1,1349700,41161141,269406,Viernes,2356
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2022,1,42883,1708542,18552,Martes,1322
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2022,1,6526,1990,44,Domingo,623
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2022,1,98133,345403,18406,Sabado,2323
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2022,1,4221,27016,256,Lunes,655
88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,88564000,PROVIDENCIA,2022,1,936385,255183,156115,Jueves,24
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2022,1,6220,245246,5124,Sabado,538
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2022,1,2403410,8196815,435776,Martes,24
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE,2022,1,63790,1546996,20117,Jueves,1323
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2022,1,104004,3481183,22722,Miercoles,2355
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2022,1,24669,1144246,15154,Miercoles,626
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2022,1,16339,812928,8929,Sabado,753
88,ARCHIPIELAGO DE SAN ANDRES,88001,SAN ANDRES,88001000,ARCHIPIELAGO DE SAN ANDRES,2022,1,16784250,4654748,2840001,Lunes,2359
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2022,1,8262,283557,6115,Viernes,53
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2022,1,11541,4662,4816,Viernes,941
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2022,1,2649,98648,2982,Jueves,334
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2022,1,1053,5703,634,Jueves,721
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2022,1,8205,567643,3926,Lunes,83
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2022,1,13431,452343,3338,Domingo,1724
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150002,SANTA FE DEL CAGUAN,2022,1,3669,170136,3992,Domingo,356
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2022,1,13803,5622,711,Jueves,759
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2022,1,3882,249344,2268,Miercoles,721
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2022,1,148679,7684292,3601,Martes,1811
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2022,1,31365,999214,11185,Jueves,1123
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2022,1,23629,107383,868,Domingo,1024
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2022,1,3438,42253,3971,Lunes,423
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2022,1,6137,239141,5648,Domingo,455
